time_stamp,AmbientConditions_AmbientHumidity_U_Actual,AmbientConditions_AmbientTemperature_U_Actual,Machine1_RawMaterial_Property1,Machine1_RawMaterial_Property2,Machine1_RawMaterial_Property3,Machine1_RawMaterial_Property4,Machine1_RawMaterialFeederParameter_U_Actual,Machine1_Zone1Temperature_C_Actual,Machine1_Zone2Temperature_C_Actual,Machine1_MotorAmperage_U_Actual,Machine1_MotorRPM_C_Actual,Machine1_MaterialPressure_U_Actual,Machine1_MaterialTemperature_U_Actual,Machine1_ExitZoneTemperature_C_Actual,Machine2_RawMaterial_Property1,Machine2_RawMaterial_Property2,Machine2_RawMaterial_Property3,Machine2_RawMaterial_Property4,Machine2_RawMaterialFeederParameter_U_Actual,Machine2_Zone1Temperature_C_Actual,Machine2_Zone2Temperature_C_Actual,Machine2_MotorAmperage_U_Actual,Machine2_MotorRPM_C_Actual,Machine2_MaterialPressure_U_Actual,Machine2_MaterialTemperature_U_Actual,Machine2_ExitZoneTemperature_C_Actual,Machine3_RawMaterial_Property1,Machine3_RawMaterial_Property2,Machine3_RawMaterial_Property3,Machine3_RawMaterial_Property4,Machine3_RawMaterialFeederParameter_U_Actual,Machine3_Zone1Temperature_C_Actual,Machine3_Zone2Temperature_C_Actual,Machine3_MotorAmperage_U_Actual,Machine3_MotorRPM_C_Actual,Machine3_MaterialPressure_U_Actual,Machine3_MaterialTemperature_U_Actual,Machine3_ExitZoneTemperature_C_Actual,FirstStage_CombinerOperation_Temperature1_U_Actual,FirstStage_CombinerOperation_Temperature2_U_Actual,FirstStage_CombinerOperation_Temperature3_C_Actual,Stage1_Output_Measurement0_U_Actual,Stage1_Output_Measurement0_U_Setpoint,Stage1_Output_Measurement1_U_Actual,Stage1_Output_Measurement1_U_Setpoint,Stage1_Output_Measurement2_U_Actual,Stage1_Output_Measurement2_U_Setpoint,Stage1_Output_Measurement3_U_Actual,Stage1_Output_Measurement3_U_Setpoint,Stage1_Output_Measurement4_U_Actual,Stage1_Output_Measurement4_U_Setpoint,Stage1_Output_Measurement5_U_Actual,Stage1_Output_Measurement5_U_Setpoint,Stage1_Output_Measurement6_U_Actual,Stage1_Output_Measurement6_U_Setpoint,Stage1_Output_Measurement7_U_Actual,Stage1_Output_Measurement7_U_Setpoint,Stage1_Output_Measurement8_U_Actual,Stage1_Output_Measurement8_U_Setpoint,Stage1_Output_Measurement9_U_Actual,Stage1_Output_Measurement9_U_Setpoint,Stage1_Output_Measurement10_U_Actual,Stage1_Output_Measurement10_U_Setpoint,Stage1_Output_Measurement11_U_Actual,Stage1_Output_Measurement11_U_Setpoint,Stage1_Output_Measurement12_U_Actual,Stage1_Output_Measurement12_U_Setpoint,Stage1_Output_Measurement13_U_Actual,Stage1_Output_Measurement13_U_Setpoint,Stage1_Output_Measurement14_U_Actual,Stage1_Output_Measurement14_U_Setpoint,Machine4_Temperature1_C_Actual,Machine4_Temperature2_C_Actual,Machine4_Pressure_C_Actual,Machine4_Temperature3_C_Actual,Machine4_Temperature4_C_Actual,Machine4_Temperature5_C_Actual,Machine4_ExitTemperature_U_Actual,Machine5_Temperature1_C_Actual,Machine5_Temperature2_C_Actual,Machine5_Temperature3_C_Actual,Machine5_Temperature4_C_Actual,Machine5_Temperature5_C_Actual,Machine5_Temperature6_C_Actual,Machine5_ExitTemperature_U_Actual,Stage2_Output_Measurement0_U_Actual,Stage2_Output_Measurement0_U_Setpoint,Stage2_Output_Measurement1_U_Actual,Stage2_Output_Measurement1_U_Setpoint,Stage2_Output_Measurement2_U_Actual,Stage2_Output_Measurement2_U_Setpoint,Stage2_Output_Measurement3_U_Actual,Stage2_Output_Measurement3_U_Setpoint,Stage2_Output_Measurement4_U_Actual,Stage2_Output_Measurement4_U_Setpoint,Stage2_Output_Measurement5_U_Actual,Stage2_Output_Measurement5_U_Setpoint,Stage2_Output_Measurement6_U_Actual,Stage2_Output_Measurement6_U_Setpoint,Stage2_Output_Measurement7_U_Actual,Stage2_Output_Measurement7_U_Setpoint,Stage2_Output_Measurement8_U_Actual,Stage2_Output_Measurement8_U_Setpoint,Stage2_Output_Measurement9_U_Actual,Stage2_Output_Measurement9_U_Setpoint,Stage2_Output_Measurement10_U_Actual,Stage2_Output_Measurement10_U_Setpoint,Stage2_Output_Measurement11_U_Actual,Stage2_Output_Measurement11_U_Setpoint,Stage2_Output_Measurement12_U_Actual,Stage2_Output_Measurement12_U_Setpoint,Stage2_Output_Measurement13_U_Actual,Stage2_Output_Measurement13_U_Setpoint,Stage2_Output_Measurement14_U_Actual,Stage2_Output_Measurement14_U_Setpoint
06-03-2019 11:15,16.73,24.0,11.54,200,963.0,247,1275.11,72.0,71.5,76.55,10.45,423.56,81.0,75.0,12.59,236,601.11,257,204.37,68.97,69.09,73.13,13.89,230.42,76.4,59.7,9.02,186,421.16,200,192.21,78.0,78.1,337.67,13.67,238.2,71.0,65.1,106.7,69.2,80.0,12.8,13.75,0.0,22.74,12.08,13.02,21.65,21.88,32.38,32.55,0.0,2.74,1.94,4.25,2.89,2.97,20.98,21.3,18.74,19.52,8.09,8.65,5.96,6.16,0.0,2.02,3.78,3.16,14.51,17.72,360.0,359.0,16.0,316.0,16.0,304.0,194.0,310.0,290.0,269.0,240.6,245.0,63.0,152.8,12.64,12.05,6.82,11.71,10.67,11,20.72,20.73,0.0,31.36,2.66,2.71,0.77,0.01,3.0,2.75,20.12,19.39,16.17,16.47,8.02,7.93,5.66,5.65,1.97,1.85,3.23,2.89,8.77,11.71
06-03-2019 13:23,14.42,23.66,12.9,215,980.53,251,1254.89,71.9,72.5,64.71,11.28,375.84,81.5,75.0,12.85,241,556.7,256,204.03,68.99,69.07,74.0,13.94,225.82,77.0,60.0,8.83,221,433.18,205,204.03,78.0,77.8,344.05,13.4,248.23,75.3,65.0,114.9,104.0,80.2,13.09,13.75,13.72,22.74,11.22,13.02,21.45,21.88,33.88,32.55,0.0,2.74,0.0,4.25,0.0,2.97,20.95,21.3,18.99,19.52,7.82,8.65,0.0,6.16,1.55,2.02,3.2,3.16,0.0,17.72,360.0,361.0,17.0,325.0,17.0,312.0,193.0,310.0,290.1,270.0,243.1,245.0,63.2,156.5,12.74,12.05,6.68,11.71,10.84,11,20.6,20.73,0.0,31.36,2.8,2.71,0.52,0.01,3.01,2.75,19.77,19.39,16.63,16.47,7.88,7.93,5.6,5.65,2.03,1.85,3.55,2.89,7.85,11.71
06-03-2019 12:24,15.93,23.53,11.54,200,1027.43,247,1202.71,72.0,71.6,72.38,10.55,418.95,81.2,74.9,12.85,241,556.7,256,171.34,69.0,69.08,73.69,13.91,228.32,77.1,60.2,9.86,192,408.97,202,175.94,78.1,77.8,359.95,13.34,255.89,75.3,65.0,105.1,75.6,80.0,13.04,13.75,13.88,22.74,11.18,13.02,21.56,21.88,33.48,32.55,0.0,2.74,1.72,4.25,2.92,2.97,20.91,21.3,18.9,19.52,7.79,8.65,0.0,6.16,1.64,2.02,3.05,3.16,15.76,17.72,361.0,359.0,17.0,324.0,17.0,310.0,193.0,310.0,290.0,270.0,242.6,245.0,63.4,157.0,12.97,12.05,6.48,11.71,10.95,11,20.68,20.73,0.0,31.36,2.72,2.71,0.58,0.01,3.0,2.75,19.7,19.39,16.66,16.47,7.83,7.93,5.75,5.65,2.12,1.85,3.46,2.89,7.77,11.71
06-03-2019 12:34,15.63,23.43,11.54,200,1027.43,247,1261.8,72.0,72.2,72.11,10.7,419.45,81.4,75.0,12.85,241,556.7,256,194.59,69.0,69.09,73.0,13.93,227.42,77.1,60.0,9.86,192,408.97,202,195.49,78.0,78.1,366.36,13.27,257.45,75.5,64.9,104.9,74.0,80.0,13.07,13.75,13.87,22.74,11.24,13.02,21.52,21.88,33.4,32.55,0.0,2.74,3.3,4.25,0.0,2.97,20.87,21.3,18.94,19.52,7.87,8.65,0.0,6.16,1.6,2.02,3.03,3.16,14.97,17.72,360.0,359.0,17.0,324.0,17.0,310.0,193.0,310.0,290.0,270.0,242.3,245.0,63.1,156.1,12.99,12.05,6.58,11.71,10.88,11,20.77,20.73,0.0,31.36,2.67,2.71,0.65,0.01,2.96,2.75,19.58,19.39,16.7,16.47,7.97,7.93,5.62,5.65,2.09,1.85,3.48,2.89,8.11,11.71
06-03-2019 11:12,16.73,23.93,11.54,200,963.0,247,1247.57,72.1,71.8,76.28,10.52,416.61,81.0,75.0,12.59,236,601.11,257,201.51,68.98,69.09,72.94,13.92,228.32,76.5,59.8,9.02,186,421.16,200,203.16,78.0,78.0,335.3,13.64,238.22,70.6,65.0,107.0,68.8,80.0,12.66,13.75,0.0,22.74,13.4,13.02,0.0,21.88,30.53,32.55,2.62,2.74,5.32,4.25,2.93,2.97,21.04,21.3,18.72,19.52,7.88,8.65,5.82,6.16,1.87,2.02,3.2,3.16,0.0,17.72,360.0,359.0,16.0,315.0,16.0,303.0,166.0,310.1,290.1,268.6,240.2,245.0,63.1,150.8,12.62,12.05,6.47,11.71,10.76,11,20.5,20.73,0.0,31.36,2.66,2.71,0.59,0.01,2.96,2.75,19.56,19.39,16.51,16.47,7.93,7.93,5.8,5.65,2.03,1.85,3.42,2.89,8.03,11.71
06-03-2019 11:35,16.64,23.87,11.54,200,963.0,247,1268.97,72.0,72.3,73.19,10.52,416.59,81.1,74.9,12.59,236,601.11,257,185.51,68.97,69.11,73.38,13.93,228.77,76.8,59.7,9.02,186,421.16,200,213.79,78.0,77.9,336.59,13.65,237.26,72.9,65.0,104.0,65.2,80.0,12.65,13.75,12.33,22.74,14.58,13.02,21.47,21.88,30.18,32.55,0.0,2.74,1.82,4.25,2.94,2.97,20.96,21.3,19.36,19.52,8.05,8.65,5.91,6.16,0.0,2.02,0.0,3.16,0.0,17.72,361.0,359.0,16.0,320.0,16.0,307.0,194.0,310.0,290.0,270.0,241.6,245.0,63.0,153.0,12.65,12.05,7.13,11.71,10.18,11,20.69,20.73,32.9,31.36,2.64,2.71,0.33,0.01,2.99,2.75,20.3,19.39,16.5,16.47,7.99,7.93,5.78,5.65,2.03,1.85,3.37,2.89,8.37,11.71
06-03-2019 12:11,16.63,23.67,11.54,200,963.0,247,1258.77,72.0,72.6,71.98,10.48,414.33,81.1,75.0,12.85,241,556.7,256,215.81,69.0,69.09,73.13,13.85,226.77,77.1,59.8,9.86,192,408.97,202,215.83,78.0,77.9,361.53,13.33,253.83,75.1,65.0,105.0,60.9,79.9,13.06,13.75,13.85,22.74,11.18,13.02,21.49,21.88,33.41,32.55,0.0,2.74,1.76,4.25,2.94,2.97,20.92,21.3,18.99,19.52,7.74,8.65,0.0,6.16,1.64,2.02,3.02,3.16,15.76,17.72,360.0,360.0,17.0,323.0,17.0,310.0,190.0,310.0,290.0,270.0,243.3,245.0,63.6,156.6,12.84,12.05,6.35,11.71,10.93,11,20.91,20.73,0.0,31.36,2.84,2.71,0.45,0.01,2.99,2.75,19.51,19.39,16.77,16.47,7.9,7.93,5.73,5.65,2.03,1.85,3.47,2.89,7.64,11.71
06-03-2019 13:55,13.85,24.0,12.59,236,601.11,257,1265.02,72.0,71.7,64.44,12.14,360.33,81.6,71.2,12.85,241,556.7,256,199.92,68.98,69.09,73.94,13.9,224.25,77.0,60.0,8.83,221,433.18,205,199.92,78.0,78.0,338.48,12.93,247.44,75.2,65.0,116.5,103.6,79.8,12.96,13.75,0.0,22.74,11.48,13.02,21.46,21.88,34.2,32.55,0.0,2.74,1.58,4.25,0.0,2.97,20.96,21.3,18.94,19.52,7.75,8.65,0.0,6.16,1.42,2.02,3.3,3.16,15.11,17.72,360.0,360.0,17.0,325.0,17.0,312.0,191.0,310.0,290.0,270.0,242.9,245.1,63.3,156.5,12.83,12.05,6.06,11.71,11.16,11,20.01,20.73,0.0,31.36,2.99,2.71,0.64,0.01,2.98,2.75,19.68,19.39,0.0,16.47,7.86,7.93,5.6,5.65,2.03,1.85,3.84,2.89,7.65,11.71
06-03-2019 13:02,14.92,23.19,11.54,200,1027.43,247,1305.32,72.0,72.5,71.84,10.91,423.65,81.7,75.0,12.85,241,556.7,256,214.27,69.0,69.09,73.81,13.92,225.47,77.0,60.0,8.83,221,433.18,205,214.27,78.0,77.9,339.77,13.37,246.83,75.3,64.9,103.9,73.7,80.1,13.08,13.75,13.86,22.74,11.26,13.02,21.5,21.88,33.5,32.55,0.0,2.74,1.55,4.25,0.0,2.97,20.89,21.3,18.98,19.52,7.85,8.65,0.0,6.16,1.53,2.02,3.05,3.16,15.87,17.72,359.0,361.0,17.0,324.0,17.0,312.0,193.0,310.0,289.9,270.0,242.6,245.0,63.1,156.2,12.62,12.05,6.92,11.71,10.59,11,20.71,20.73,0.0,31.36,2.73,2.71,0.44,0.01,3.02,2.75,19.85,19.39,16.58,16.47,7.84,7.93,5.63,5.65,2.06,1.85,3.48,2.89,8.13,11.71
06-03-2019 13:58,13.85,24.0,12.59,236,601.11,257,1271.16,72.0,72.0,62.83,12.08,368.77,81.3,73.4,12.85,241,556.7,256,197.9,69.01,69.09,73.63,13.87,228.12,77.2,60.0,8.83,221,433.18,205,197.9,78.0,78.1,341.86,12.96,247.43,75.2,65.0,115.2,104.2,79.7,12.94,13.75,0.0,22.74,11.52,13.02,21.47,21.88,34.18,32.55,2.87,2.74,1.65,4.25,0.0,2.97,20.97,21.3,18.8,19.52,7.75,8.65,0.0,6.16,1.42,2.02,3.38,3.16,15.09,17.72,359.0,361.0,17.0,324.0,17.0,312.0,190.0,310.1,290.0,270.0,243.4,245.0,63.3,156.3,12.94,12.05,5.79,11.71,11.21,11,19.99,20.73,0.0,31.36,3.07,2.71,0.81,0.01,3.0,2.75,20.13,19.39,0.0,16.47,7.83,7.93,5.63,5.65,2.04,1.85,3.92,2.89,7.5,11.71
